row_id,x,y
0.0,34.97572326660156,22.368955612182617
1.0,35.17726135253906,21.749588012695312
2.0,36.892066955566406,22.24342155456543
3.0,37.57319259643555,22.282482147216797
4.0,36.925933837890625,22.062362670898438
5.0,36.99007034301758,21.960926055908203
6.0,37.470497131347656,22.01304054260254
7.0,37.43238067626953,22.079530715942383
8.0,36.5784912109375,22.00153923034668
9.0,36.872676849365234,21.839195251464844
10.0,37.11784362792969,21.598527908325195
11.0,36.8104362487793,21.606517791748047
12.0,36.482418060302734,21.60068130493164
13.0,35.91768264770508,21.9017333984375
14.0,35.828941345214844,21.89100456237793
15.0,35.707210540771484,22.19053840637207
16.0,36.05017852783203,22.299633026123047
17.0,36.365753173828125,22.348237991333008
18.0,36.245872497558594,22.452173233032227
19.0,36.083038330078125,22.467927932739258
20.0,36.18280029296875,22.553363800048828
21.0,36.2265510559082,22.482337951660156
22.0,36.220855712890625,22.516931533813477
23.0,36.380672454833984,22.38581657409668
24.0,36.34020233154297,22.480804443359375
25.0,35.46421813964844,22.58172607421875
26.0,35.09982681274414,22.495609283447266
27.0,34.53984451293945,22.745519638061523
28.0,32.236656188964844,23.285327911376953
29.0,29.269819259643555,23.848087310791016
30.0,25.22525978088379,24.606351852416992
31.0,23.663116455078125,25.71242332458496
32.0,22.611942291259766,25.767854690551758
33.0,21.73004150390625,25.751859664916992
34.0,21.240036010742188,26.383344650268555
35.0,20.879619598388672,27.04437828063965
36.0,19.15131378173828,27.079740524291992
37.0,19.043155670166016,27.256555557250977
38.0,18.922565460205078,26.925296783447266
39.0,19.038393020629883,26.55390739440918
40.0,19.21697235107422,26.53450584411621
41.0,20.87274742126465,26.974323272705078
42.0,20.946447372436523,26.725177764892578
43.0,21.003210067749023,26.784381866455078
44.0,21.071971893310547,26.65220832824707
45.0,21.14200782775879,26.66944694519043
46.0,21.12775993347168,26.461959838867188
47.0,21.129915237426758,26.37712287902832
48.0,20.990787506103516,26.53495216369629
49.0,18.881067276000977,26.16558074951172
50.0,18.478849411010742,25.84331512451172
51.0,17.29902458190918,26.363821029663086
52.0,16.186294555664062,26.00424575805664
53.0,15.09083366394043,25.836029052734375
54.0,14.343871116638184,26.52358055114746
55.0,13.791299819946289,26.684459686279297
56.0,13.113405227661133,27.137866973876953
57.0,12.122934341430664,26.739805221557617
58.0,11.139769554138184,26.738067626953125
59.0,10.592657089233398,26.880441665649414
60.0,10.745014190673828,27.108198165893555
61.0,10.675394058227539,27.555837631225586
62.0,10.917519569396973,27.664791107177734
63.0,11.136085510253906,28.021154403686523
64.0,10.984240531921387,28.20815658569336
65.0,11.301259994506836,28.166908264160156
66.0,11.33525276184082,27.981334686279297
67.0,11.781604766845703,27.81386947631836
68.0,11.220464706420898,27.87295913696289
69.0,11.13223648071289,27.13336944580078
70.0,11.280680656433105,26.963104248046875
71.0,12.167821884155273,26.125568389892578
72.0,13.601322174072266,26.146089553833008
73.0,13.57321548461914,25.99768829345703
